,erg,nr,ne,npc
chr1:108117620-108117856,0.615740740740741,0.766129032258065,0.669291338582677,0.96
chr1:10814699-10815099,0.811232449297972,0.364077669902913,0.826839826839827,0.760180995475113
chr1:108224307-108224583,0.965,0.908496732026144,0.942652329749104,0.977777777777778
chr1:10831192-10831343,0.92910447761194,0.930693069306931,0.91958041958042,1
chr1:10831488-10831641,0.914285714285714,0.939189189189189,0.875,1
chr1:10842565-10843095,0.639735099337748,0.271493212669683,0.706422018348624,0.639810426540284
chr1:10848727-10848955,0.818297331639136,0.747967479674797,0.781575037147103,0.895833333333333
chr1:108491191-108491408,0.786516853932584,0.606382978723404,0.75,0.875
chr1:10850561-10850726,0.932515337423313,0.694267515923567,0.848958333333333,0.8
chr1:108560765-108561049,0.823529411764706,0.692307692307692,0.837209302325581,0.891891891891892
chr1:108669898-108670006,0.940119760479042,0.883333333333333,0.939393939393939,0.966101694915254
chr1:10911107-10911643,0.825801749271137,0.368888888888889,0.855245683930943,0.881305637982196
chr1:109166324-109166540,0.814569536423841,0.754385964912281,0.808290155440414,0.583333333333333
chr1:109257265-109257716,0.82791817087846,0.83011583011583,0.846685082872928,0.912280701754386
chr1:109457712-109458193,0.872503840245776,0.875346260387812,0.917662682602922,0.953271028037383
chr1:109527267-109527331,0.951515151515152,0.878787878787879,0.957446808510638,0.942857142857143
chr1:1095382-1095547,0.871548619447779,0.779816513761468,0.8719723183391,0.885714285714286
chr1:1095728-1095822,0.926339285714286,0.844155844155844,0.937238493723849,0.96078431372549
chr1:109595918-109596345,0.943728813559322,0.944078947368421,0.943687018375815,0.982954545454545
chr1:109679982-109680429,0.907467532467532,0.897163120567376,0.88758389261745,0.956896551724138
chr1:109691621-109692176,0.640756302521008,0.315789473684211,0.764018691588785,0.864406779661017
chr1:109731593-109731776,0.732193732193732,0.438202247191011,0.741071428571429,0.876712328767123
chr1:109756023-109756195,0.78030303030303,0.646551724137931,0.71195652173913,0.690140845070423
chr1:109761610-109761760,0.867605633802817,0.89937106918239,0.842105263157895,1
chr1:1097948-1098310,0.643967828418231,0.37246963562753,0.795252225519288,0.596153846153846
chr1:109796187-109796558,0.583860759493671,0.156462585034014,0.619942196531792,0.287878787878788
chr1:109817422-109817576,0.683083511777302,0.516129032258065,0.558498896247241,0.930693069306931
chr1:1098475-1098913,0.909996311324235,0.867924528301887,0.918358340688438,0.943037974683544
chr1:1099933-1100360,0.667878787878788,0.423236514522822,0.790757855822551,0.302955665024631
chr1:110054864-110055074,0.858490566037736,1,0.943181818181818,0.876923076923077
chr1:110060828-110061008,0.759358288770054,0.831775700934579,0.733333333333333,0.947368421052632
chr1:110072954-110073050,0.823529411764706,0.571428571428571,0.769662921348315,0.5
chr1:110172860-110173112,0.926865671641791,0.720930232558139,0.917460317460317,0.9
chr1:110173213-110173361,0.899641577060932,0.791666666666667,0.827464788732394,0.854838709677419
chr1:110196426-110196653,0.794055201698514,0.760869565217391,0.78705035971223,0.837662337662338
chr1:110218504-110218657,0.885714285714286,0.91566265060241,0.886486486486487,0.923076923076923
chr1:110229490-110229822,0.768888888888889,0.730769230769231,0.780748663101604,0.742424242424242
chr1:110470118-110470295,0.919871794871795,0.941860465116279,0.911032028469751,0.984615384615385
chr1:110796548-110796878,0.832535885167464,0.841269841269841,0.893023255813953,0.830985915492958
chr1:1108924-1109850,0.738805970149254,0.377118644067797,0.839088643645425,0.435456110154905
chr1:110949687-110950816,0.450863930885529,0.0263381478334749,0.411576078242745,0.0628571428571429
chr1:110960464-110960674,0.914342629482072,0.890909090909091,0.936348408710218,0.963855421686747
chr1:111124622-111124824,0.842857142857143,0.386363636363636,0.844444444444444,0.622950819672131
chr1:11121054-11121388,0.551223934723481,0.200873362445415,0.565801253357207,0.649122807017544
chr1:11124708-11125059,0.837209302325581,0.845637583892617,0.834101382488479,0.860927152317881
chr1:111261284-111261700,0.892857142857143,0.861924686192469,0.895348837209302,0.875
chr1:11127124-11127284,0.917466410748561,0.967032967032967,0.967088607594937,0.976744186046512
chr1:11127345-11127553,0.966329966329966,0.925,0.955801104972376,0.866666666666667
chr1:111340993-111341391,0.714285714285714,0.540322580645161,0.822222222222222,0.826086956521739
chr1:111429341-111429536,0.75,0.814285714285714,0.8,0.891891891891892
chr1:111429708-111430057,0.861431870669746,0.918918918918919,0.851203501094092,0.945054945054945
chr1:111489301-111489574,0.834146341463415,0.712765957446808,0.819301848049281,0.982456140350877
chr1:111505882-111506768,0.427430397078959,0.502287282708143,0.464220555442935,0.103189493433396
chr1:111746249-111747497,0.290583274771609,0.784366576819407,0.437271822104215,0.571041948579161
chr1:112206763-112206952,0.948356807511737,0.983050847457627,0.949640287769784,0.972727272727273
chr1:112267486-112268078,0.636792452830189,0.343434343434343,0.549450549450549,0.36
chr1:112284440-112284526,0.923444976076555,0.931818181818182,0.9609375,0.96
chr1:112447376-112447662,0.670422535211268,0.225806451612903,0.573863636363636,0.575
chr1:11269781-11270121,0.950166112956811,0.879310344827586,0.938666666666667,0.951219512195122
chr1:112764271-112764476,0.734204793028322,0.597744360902256,0.586798679867987,0.792349726775956
chr1:112833313-112833533,0.91025641025641,0.634146341463415,0.865979381443299,0.904761904761905
chr1:112846374-112846746,0.970149253731343,0.656410256410256,0.881578947368421,0.846153846153846
chr1:112868215-112868558,0.54553415061296,0.132352941176471,0.662769784172662,0.241071428571429
chr1:113348570-113348821,0.843137254901961,0.610062893081761,0.84251968503937,0.346666666666667
chr1:113392116-113392945,0.355962219598583,0.0404354587869362,0.444931506849315,0.274099883855981
chr1:11365274-11365383,0.541237113402062,0.182608695652174,0.606965174129353,0.575757575757576
chr1:1137045-1137249,0.117045454545455,0.0675675675675676,0.1620029455081,0.0855263157894737
chr1:113745345-113745582,0.757847533632287,0.708609271523179,0.729083665338645,0.661016949152542
chr1:11376617-11377271,0.717569786535304,0.237179487179487,0.754658385093168,0.73542600896861
chr1:113931842-113932006,0.486166007905138,0.653465346534653,0.307392996108949,0.728395061728395
chr1:113993253-113993397,0.93040293040293,0.913978494623656,0.914179104477612,0.924528301886792
chr1:11399694-11399775,0.737430167597765,0.484848484848485,0.727868852459016,0.666666666666667
chr1:114144458-114144610,0.842105263157895,0.647058823529412,0.647058823529412,1
chr1:114366884-114367342,0.727810650887574,0.564245810055866,0.740963855421687,0.933333333333333
chr1:114691898-114692198,0.706666666666667,0.511811023622047,0.802197802197802,0.305882352941176
chr1:114845170-114845645,0.854757929883139,0.888059701492537,0.86326194398682,0.919540229885057
chr1:1150478-1150936,0.888311688311688,0.75,0.924757281553398,0.893805309734513
chr1:115225222-115225490,0.784786641929499,0.904477611940299,0.812960235640648,0.962962962962963
chr1:115293457-115293669,0.94468085106383,0.583333333333333,0.954166666666667,0.929577464788732
chr1:115397374-115398175,0.4733359283768,0.838124054462935,0.46881129854845,0.904477611940299
chr1:11547291-11547523,0.342372881355932,0.1,0.455108359133127,0.6
chr1:116009860-116010155,0.423076923076923,0.188118811881188,0.658008658008658,0.704918032786885
chr1:116102630-116102999,0.786666666666667,0.75,0.785714285714286,0.830188679245283
chr1:116363321-116363462,0.94,0.925373134328358,1,0.971428571428571
chr1:116413846-116413973,0.896825396825397,0.89247311827957,0.92,0.962962962962963
chr1:11663813-11664245,0.932258064516129,0.880733944954128,0.944174757281553,0.895238095238095
chr1:117001374-117001550,0.0833333333333333,0.0217391304347826,0.107758620689655,0.142857142857143
chr1:11708536-11709354,0.4383637368712,0.265168539325843,0.638490164805954,0.696891191709845
chr1:117195528-117195821,0.721311475409836,0.186991869918699,0.745562130177515,0.75
chr1:117492244-117492813,0.725,0.334883720930233,0.852090032154341,0.684210526315789
chr1:117493257-117493730,0.767058823529412,0.230769230769231,0.778378378378378,0.641975308641975
chr1:1175077-1175615,0.84443231441048,0.515923566878981,0.876248612652608,0.896414342629482
chr1:11760963-11761273,0.71900826446281,0.329608938547486,0.794432548179872,0.586466165413534
chr1:11761697-11761946,0.709826589595376,0.359281437125749,0.787117903930131,0.745283018867924
chr1:117672420-117672721,0.853932584269663,0.818181818181818,0.882882882882883,0.827586206896552
chr1:117747436-117747808,1,0.716666666666667,0.772727272727273,0.75
chr1:1178325-1178536,0.924107142857143,0.891566265060241,0.936995153473344,0.947826086956522
chr1:1178654-1178816,0.939970717423133,0.916666666666667,0.953343701399689,0.896551724137931
chr1:117875005-117875091,0.8125,0.816666666666667,0.789473684210526,0.969230769230769
chr1:117875313-117875461,0.854330708661417,0.866666666666667,0.759322033898305,0.954545454545455
chr1:117901006-117901346,0.924194567277322,0.883211678832117,0.899343544857768,0.98876404494382
chr1:1182004-1182099,0.0996677740863787,0.0365853658536585,0.263366336633663,0.168067226890756
chr1:118291415-118291531,0.927835051546392,0.924242424242424,0.905882352941176,0.905660377358491
chr1:11833486-11833856,0.749360613810742,0.769461077844311,0.762948207171315,0.905172413793103
chr1:118338356-118338439,0.931034482758621,0.9375,0.972972972972973,0.938775510204082
chr1:118512851-118513230,0.428571428571429,0.31219512195122,0.666666666666667,0.111801242236025
chr1:1185481-1185873,0.666123778501629,0.440944881889764,0.728987993138937,0.896551724137931
chr1:118661019-118661300,0.824925816023739,0.35678391959799,0.8275,0.731481481481482
chr1:11873636-11873841,0.939393939393939,0.95,0.9375,0.965811965811966
chr1:118750743-118750853,0.93719806763285,0.918032786885246,0.914285714285714,0.971428571428571
chr1:119521630-119522926,0.399596367305752,0.003933910306845,0.338997451146984,0.00712589073634204
chr1:119523029-119523478,0.626865671641791,0.162878787878788,0.702380952380952,0.219512195121951
chr1:119525150-119528550,0.394205558468799,0.017176997759522,0.373727201521763,0.0260240963855422
chr1:119534289-119534776,0.454810495626822,0.255102040816327,0.619335347432024,0.198019801980198
chr1:119536197-119536735,0.495119787045253,0.118251928020566,0.472874493927125,0.189189189189189
chr1:119544539-119545422,0.531202435312024,0.271634615384615,0.528120713305898,0.114624505928854
chr1:119548151-119551422,0.398225883098368,0.380994280686318,0.370832721398149,0.0357142857142857
chr1:11958350-11958572,0.441226575809199,0.585365853658537,0.492723492723493,0.846153846153846
chr1:119716311-119717155,0.759550561797753,0.47979797979798,0.785714285714286,0.958333333333333
chr1:119743439-119743773,0.861788617886179,0.843971631205674,0.953488372093023,0.911764705882353
chr1:11981139-11981370,0.570175438596491,0.394736842105263,0.76304347826087,0.324074074074074
chr1:11990026-11990078,0.644927536231884,0.10958904109589,0.458333333333333,0.550724637681159
chr1:119993922-119994115,0.516129032258065,0.230769230769231,0.52760736196319,0.131147540983607
chr1:120307734-120307817,0.97196261682243,0.981132075471698,0.928057553956835,0.923076923076923
chr1:120307932-120308014,0.958015267175573,0.957055214723926,0.913705583756345,0.968253968253968
chr1:12045584-12045776,0.9375,0.9375,0.908396946564885,0.955882352941177
chr1:12068272-12068686,0.872164948453608,0.887719298245614,0.862571247625079,0.893203883495146
chr1:120836966-120837096,0.505434782608696,0,0.327272727272727,0
chr1:120893721-120893943,0.944444444444444,0.954545454545455,0.913978494623656,0.806451612903226
chr1:120894006-120894150,0.973333333333333,0.84375,0.886075949367089,0.714285714285714
chr1:120926029-120926099,0.0254777070063694,0.0225563909774436,0.00968992248062015,0
chr1:121371255-121371712,0.849344978165939,0.787755102040816,0.795138888888889,0.821989528795812
chr1:121379230-121379644,0.820388349514563,0.784615384615385,0.830897703549061,0.785714285714286
chr1:121408138-121408306,0.683673469387755,0.641379310344828,0.63758389261745,0.67741935483871
chr1:121408457-121408637,0.796296296296296,0.793774319066148,0.775510204081633,0.835616438356164
chr1:121409833-121410046,0.728395061728395,0.768292682926829,0.815950920245399,0.846153846153846
chr1:121416726-121416923,0.812641083521445,0.782178217821782,0.81044776119403,0.75
chr1:121417385-121417629,0.821538461538462,0.757785467128028,0.7875,0.7
chr1:121417717-121417869,0.698770491803279,0.722222222222222,0.661360347322721,0.65625
chr1:121419162-121419375,0.761467889908257,0.763636363636364,0.75,0.676470588235294
chr1:121420458-121420529,0.846153846153846,0.788461538461538,0.802083333333333,0.4375
chr1:121420631-121420774,0.746478873239437,0.79,0.712765957446808,0.823529411764706
chr1:121425333-121425775,0.752442996742671,0.799454297407913,0.733126454615981,0.84375
chr1:121427288-121427527,0.738161559888579,0.760416666666667,0.731543624161074,0.660714285714286
chr1:121427618-121427750,0.875,0.811475409836066,0.755905511811024,0.848484848484849
chr1:121428492-121428705,0.752380952380952,0.630434782608696,0.791666666666667,0.733333333333333
chr1:121434936-121435101,0.885245901639344,0.807692307692308,0.869047619047619,0.833333333333333
chr1:121436568-121436629,0.898255813953488,0.900763358778626,0.887399463806971,0.932203389830508
chr1:121436841-121437028,0.869318181818182,0.890909090909091,0.829694323144105,0.895348837209302
chr1:121448441-121448517,0.763440860215054,0.793103448275862,0.879518072289157,0.714285714285714
chr1:121448638-121448849,0.601851851851852,0.682539682539683,0.579617834394904,0.714285714285714
chr1:121456313-121456688,0.545893719806763,0.744444444444444,0.569288389513109,0.5
chr1:121458179-121458430,0.545454545454545,0.530864197530864,0.594771241830065,0.551020408163265
chr1:121459661-121459713,0.752577319587629,0.666666666666667,0.695906432748538,0.333333333333333
chr1:121464555-121464616,0.822222222222222,0.789473684210526,0.870967741935484,1
chr1:121464787-121464838,0.95,0.888888888888889,0.777777777777778,0.833333333333333
chr1:121468173-121468348,0.776536312849162,0.748201438848921,0.771428571428571,0.909090909090909
chr1:121468519-121468854,0.817391304347826,0.891304347826087,0.84375,0.478260869565217
chr1:121468965-121469111,0.66412213740458,0.715686274509804,0.76984126984127,0.419354838709677
chr1:121471904-121472263,0.721904761904762,0.726153846153846,0.68543956043956,0.756302521008403
chr1:121473882-121474343,0.789077212806026,0.815561959654179,0.829819277108434,0.778656126482213
chr1:121474590-121474968,0.815856777493606,0.837545126353791,0.796672828096118,0.864661654135338
chr1:121475994-121476145,0.854304635761589,0.8359375,0.897727272727273,0.866666666666667
chr1:121476295-121476455,0.674418604651163,0.821428571428571,0.791666666666667,1
chr1:12201865-12202027,0.904040404040404,0.846153846153846,0.932367149758454,0.962264150943396
chr1:12202241-12202519,0.772946859903382,0.409448818897638,0.792294807370184,0.67948717948718
chr1:12235153-12235241,0.495867768595041,0.107142857142857,0.51953125,0.285714285714286
chr1:1229112-1229759,0.421491045397751,0.626794258373206,0.221875609280562,0.65017667844523
chr1:12493684-12493840,0.583850931677019,0.184210526315789,0.534328358208955,0.32183908045977
chr1:1251063-1251231,0.422222222222222,0.0588235294117647,0.243243243243243,0.037037037037037
chr1:12600126-12600468,0.350359138068635,0.0778688524590164,0.439967105263158,0.125874125874126
chr1:12609965-12610104,0.811627906976744,0.555555555555556,0.731266149870801,0.708860759493671
chr1:12645485-12645729,0.926773455377574,0.86046511627907,0.923076923076923,0.927927927927928
chr1:12746864-12747002,0.642857142857143,0.657534246575342,0.693251533742331,0.888888888888889
chr1:1286740-1286868,0.449101796407186,0.111111111111111,0.370967741935484,0.242424242424242
chr1:12879471-12879933,0.653153153153153,0.554545454545455,0.59,0.875
chr1:1292361-1292638,0.753171856978085,0.336065573770492,0.785794813979707,0.542713567839196
chr1:1293444-1294113,0.606896551724138,0.277397260273973,0.729285714285714,0.616666666666667
chr1:1296617-1296741,0.963793103448276,0.911949685534591,0.970530451866405,0.96039603960396
chr1:12984160-12984308,0.887323943661972,0.840909090909091,0.854166666666667,0.925
chr1:1298891-1299373,0.846877673224979,0.845188284518828,0.838852097130243,0.835714285714286
chr1:12997603-12997756,0.71875,0.681818181818182,0.585365853658537,0.75
chr1:13106234-13106362,0.828571428571429,0.790697674418605,0.869565217391304,0.941176470588235
chr1:1311283-1311488,0.966165413533835,0.938053097345133,0.951541850220264,0.939024390243902
chr1:1311577-1311691,0.844086021505376,0.69047619047619,0.792899408284024,0.85
chr1:13132980-13133166,0.8,0.696629213483146,0.664516129032258,0.727272727272727
chr1:13183523-13183710,0.837078651685393,0.791666666666667,0.771897810218978,0.891566265060241
chr1:13201313-13201590,0.70049504950495,0.547619047619048,0.661469933184855,0.953488372093023
chr1:133277-133433,0.911242603550296,0.958333333333333,0.908045977011494,0.840909090909091
chr1:13434384-13434878,0.820289855072464,0.833333333333333,0.865319865319865,0.666666666666667
chr1:13454395-13456347,0.31496062992126,0.25,0.259493670886076,0.105263157894737
chr1:1355286-1355876,0.505819323849991,0.772102161100196,0.621802002224694,0.221879815100154
chr1:1361382-1361878,0.571679344645992,0.189542483660131,0.680625,0.445026178010471
chr1:1362408-1362503,0.142450142450142,0.0192307692307692,0.0536912751677852,0.0882352941176471
chr1:136716-136995,0.894468085106383,0.880281690140845,0.901772525849335,0.847826086956522
chr1:1369030-1369938,0.562152777777778,0.230519480519481,0.659201194475551,0.519101123595506
chr1:1370008-1370138,0.6,0.09375,0.554545454545455,0.25
chr1:13831648-13831774,0.594594594594595,0.131578947368421,0.583892617449664,0.545454545454545
chr1:14061802-14061865,0.913875598086124,0.611510791366906,0.969387755102041,0.936936936936937
chr1:14165520-14165944,0.876447876447876,0.916334661354582,0.905882352941176,0.968253968253968
chr1:142563519-142563624,0.536796536796537,0.594285714285714,0.468503937007874,0.9
chr1:142618041-142618426,0.76,0.716236722306525,0.812803103782735,0.918918918918919
chr1:142647041-142647203,0.793969849246231,0.771428571428571,0.699074074074074,0.875
chr1:142647341-142647481,0.823529411764706,0.833333333333333,0.840248962655602,0.983050847457627
chr1:142652741-142652933,0.528409090909091,0.452755905511811,0.51685393258427,0.648648648648649
chr1:142724263-142724415,0.642857142857143,0.576271186440678,0.807692307692308,0.6875
chr1:142729697-142729936,0.752100840336134,0.689393939393939,0.648401826484018,0.944444444444444
chr1:142895947-142896042,0.742857142857143,0.7,0.488888888888889,0.4
chr1:143262721-143262874,0.791907514450867,0.78125,0.703296703296703,0.806451612903226
chr1:143263271-143263560,0.518987341772152,0.557142857142857,0.492957746478873,1
chr1:14343952-14344377,0.571052631578947,0.180412371134021,0.432065217391304,0.359223300970874
chr1:143463604-143463794,0.784530386740331,0.779904306220096,0.756302521008403,0.851851851851852
chr1:14356841-14357036,0.814814814814815,0.746268656716418,0.810810810810811,1
chr1:143663385-143663614,0.362025316455696,0.830188679245283,0.540462427745665,0.65
chr1:14369885-14370216,0.938775510204082,0.867469879518072,0.945945945945946,0.945454545454545
chr1:143879645-143880153,0.274809160305344,0.624137931034483,0.241898148148148,0.407608695652174
chr1:1440276-1441298,0.191128506196999,0.253363228699552,0.165327978580991,0.831417624521073
chr1:144306747-144306927,0.8,0.608695652173913,0.541666666666667,0.833333333333333
chr1:144492687-144492846,0.19047619047619,0.0465116279069767,0.205882352941176,0
chr1:14452708-14452902,0.671052631578947,0.446808510638298,0.678571428571429,0.310344827586207
chr1:144546569-144546850,0.873134328358209,0.636942675159236,0.886524822695035,0.82
chr1:144567348-144568673,0.32078853046595,0.582456140350877,0.186311787072243,0.266666666666667
chr1:144576635-144576715,0.931034482758621,0.902173913043478,0.974358974358974,1
chr1:144593287-144593360,0.178571428571429,0.17741935483871,0.157142857142857,0.5
chr1:144680690-144680841,0.84472049689441,0.856287425149701,0.811594202898551,0.895833333333333
chr1:144830991-144831208,0.962962962962963,1,1,1
chr1:144983108-144983205,0.92,0.3125,0.766233766233766,1
chr1:144994817-144995750,0.757942511346445,0.376315789473684,0.745718050065876,0.833333333333333
chr1:145095561-145095965,0.884146341463415,0.936555891238671,0.887425149700599,0.968354430379747
chr1:14510051-14510303,0.690789473684211,0.235294117647059,0.657894736842105,0.882978723404255
chr1:145439413-145440113,0.597014925373134,0.37546468401487,0.263157894736842,0.909677419354839
chr1:145442764-145442973,0.924528301886792,0.486666666666667,0.847457627118644,0.851063829787234
chr1:145502154-145502284,0.23469387755102,0.0849056603773585,0.440944881889764,0.5
chr1:145595970-145596111,0.942028985507246,0.860655737704918,0.928571428571429,0.943396226415094
chr1:145668813-145669771,0.673611111111111,0.363636363636364,0.782608695652174,0.6
chr1:146008699-146008834,0.494252873563218,0.380281690140845,0.295918367346939,0.555555555555556
chr1:146009160-146009609,0.0506928016221697,0.0226244343891403,0.022438044206296,0.298245614035088
chr1:146548646-146552698,0.919804695338104,0.249513303049968,0.909118745789699,0.291114058355438
chr1:146673745-146674177,0.831372549019608,0.866920152091255,0.811447811447811,0.841463414634146
chr1:146800059-146800128,0.921296296296296,0.769230769230769,0.912371134020619,0.914893617021277
chr1:146884864-146885280,0.764705882352941,0.431372549019608,0.666666666666667,0.842105263157895
chr1:14711206-14711295,0.466666666666667,0.380952380952381,0.4,1
chr1:14713322-14713541,0.83625730994152,0.889655172413793,0.871900826446281,0.933333333333333
chr1:147533534-147533692,0.938461538461538,0.958333333333333,0.891156462585034,0.875
chr1:147541544-147541718,0.763888888888889,0.769230769230769,0.803571428571429,0.857142857142857
chr1:147717094-147717206,0.941176470588235,1,0.9375,0.769230769230769
chr1:147717416-147717510,0.917910447761194,0.967032967032967,0.912790697674419,1
chr1:147718538-147718914,0.140266021765417,0.394736842105263,0.0712678169542386,0.24468085106383
chr1:147749087-147749212,0.925170068027211,0.947368421052632,0.91588785046729,1
chr1:147781039-147782712,0.934047109207709,0.546639919759278,0.930766238817581,0.467345207803223
chr1:147789480-147790957,0.608257229832572,0.542253521126761,0.510609037328094,0.226256983240223
chr1:147802053-147802228,0.897897897897898,0.927007299270073,0.89974293059126,0.96
chr1:147825862-147827507,0.151965725806452,0.56425702811245,0.155880306193459,0.766835016835017
chr1:147851796-147852084,0.094017094017094,0.516129032258065,0.145833333333333,0.542372881355932
chr1:147999751-147999849,0.269230769230769,0.431952662721893,0.254098360655738,0.692307692307692
chr1:14838960-14840029,0.62431693989071,0.277511961722488,0.718547341115435,0.806451612903226
